UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
146807,"R",9,"R",0,"R",9,"R",8,"R",8,"R",0,"R",0,"R",1,"R",3,"Z",0,"R",3,"R",3,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",3
147642,"R",10,"R",0,"R",10,"R",4,"R",6,"R",0,"R",0,"R",4,"R",6,"Z",0,"R",6,"R",4,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",1
147819,"R",45,"R",0,"R",45,"R",13,"R",33,"R",0,"R",0,"R",12,"R",23,"Z",0,"R",23,"R",23,"R",10,"Z",0,"R",10,"R",10,"R",12,"Z",0,"R",12,"R",0
148098,"R",49,"R",0,"R",49,"R",7,"R",41,"R",0,"R",1,"R",7,"R",22,"Z",0,"R",22,"R",17,"R",3,"Z",0,"R",3,"R",3,"R",24,"Z",0,"R",24,"R",21
148955,"R",25,"Z",0,"R",25,"R",1,"R",13,"Z",0,"Z",0,"R",12,"R",15,"Z",0,"R",15,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",3
149204,"R",40,"R",0,"R",40,"R",2,"R",21,"R",0,"R",0,"R",19,"R",32,"Z",0,"R",32,"R",15,"R",4,"Z",0,"R",4,"R",3,"R",4,"Z",0,"R",4,"R",3
149499,"R",8,"R",0,"R",8,"R",1,"R",1,"R",0,"R",4,"R",3,"R",3,"Z",0,"R",3,"R",0,"R",3,"Z",0,"R",3,"R",0,"R",2,"Z",0,"R",2,"R",1
149550,"R",70,"R",0,"R",70,"R",7,"R",48,"R",0,"R",0,"R",22,"R",41,"Z",0,"R",41,"R",22,"R",19,"Z",0,"R",19,"R",16,"R",10,"Z",0,"R",10,"R",10
150303,"R",106,"R",0,"R",106,"R",2,"R",72,"R",0,"R",0,"R",34,"R",89,"Z",0,"R",89,"R",58,"R",9,"Z",0,"R",9,"R",7,"R",8,"Z",0,"R",8,"R",7
150428,"R",14,"R",0,"R",14,"R",11,"R",11,"R",0,"R",0,"R",3,"R",10,"Z",0,"R",10,"R",7,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1
150765,"R",17,"R",0,"R",17,"R",1,"R",11,"R",0,"R",0,"R",6,"R",12,"Z",0,"R",12,"R",8,"R",2,"Z",0,"R",2,"R",2,"R",3,"Z",0,"R",3,"R",1
150853,"R",38,"R",0,"R",38,"R",1,"R",14,"R",0,"R",0,"R",24,"R",30,"Z",0,"R",30,"R",9,"R",5,"Z",0,"R",5,"R",3,"R",3,"Z",0,"R",3,"R",2
151564,"R",8,"R",0,"R",8,"R",3,"R",4,"R",0,"R",0,"R",4,"R",4,"Z",0,"R",4,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",2
151607,"R",49,"R",0,"R",49,"R",1,"R",19,"R",0,"R",0,"R",30,"R",34,"Z",0,"R",34,"R",18,"R",1,"Z",0,"R",1,"R",1,"R",14,"Z",0,"R",14,"R",0
151652,"R",97,"R",0,"R",97,"R",2,"R",65,"R",0,"R",0,"R",32,"R",79,"Z",0,"R",79,"R",49,"R",8,"Z",0,"R",8,"R",6,"R",10,"Z",0,"R",10,"R",10
152150,"R",3,"R",0,"R",3,"R",3,"R",3,"R",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
152275,"R",79,"R",0,"R",79,"R",6,"R",31,"R",0,"R",0,"R",48,"R",69,"Z",0,"R",69,"R",26,"R",7,"Z",0,"R",7,"R",4,"R",3,"Z",0,"R",3,"R",1
152309,"R",14,"R",0,"R",14,"R",7,"R",7,"R",0,"R",0,"R",7,"R",9,"Z",0,"R",9,"R",5,"R",5,"Z",0,"R",5,"R",2,"R",0,"Z",0,"R",0,"R",0
152628,"R",16,"R",0,"R",16,"R",7,"R",8,"R",0,"R",1,"R",7,"R",3,"Z",0,"R",3,"R",3,"R",2,"Z",0,"R",2,"R",2,"R",11,"Z",0,"R",11,"R",3
155159,"R",27,"R",0,"R",27,"R",4,"R",20,"R",0,"R",0,"R",7,"R",13,"Z",0,"R",13,"R",9,"R",8,"Z",0,"R",8,"R",7,"R",6,"Z",0,"R",6,"R",4
155353,"R",38,"R",0,"R",38,"R",24,"R",24,"R",0,"R",0,"R",14,"R",27,"Z",0,"R",27,"R",17,"R",5,"Z",0,"R",5,"R",5,"R",6,"Z",0,"R",6,"R",2
155423,"R",153,"R",0,"R",153,"R",93,"R",94,"Z",0,"Z",0,"R",59,"R",56,"Z",0,"R",56,"R",37,"R",10,"Z",0,"R",10,"R",8,"R",87,"Z",0,"R",87,"R",49
156277,"R",58,"R",0,"R",58,"R",4,"R",6,"R",0,"R",20,"R",32,"R",33,"Z",0,"R",33,"R",6,"R",1,"Z",0,"R",1,"R",0,"R",24,"Z",0,"R",24,"R",0
156310,"R",94,"R",1,"R",93,"R",23,"R",60,"R",0,"R",0,"R",33,"R",86,"R",1,"R",85,"R",60,"R",0,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0
156426,"R",54,"R",0,"R",54,"R",1,"R",37,"R",0,"R",0,"R",17,"R",27,"Z",0,"R",27,"R",16,"R",12,"Z",0,"R",12,"R",9,"R",15,"Z",0,"R",15,"R",12
156842,"R",24,"R",0,"R",24,"R",0,"R",10,"R",0,"R",0,"R",14,"R",12,"Z",0,"R",12,"R",5,"R",9,"Z",0,"R",9,"R",2,"R",3,"Z",0,"R",3,"R",3
156967,"R",140,"R",4,"R",136,"R",3,"R",4,"R",0,"R",2,"R",130,"R",41,"R",2,"R",39,"R",3,"R",64,"R",1,"R",63,"R",1,"R",35,"R",1,"R",34,"R",0
157614,"R",35,"R",0,"R",35,"R",0,"R",7,"R",0,"R",0,"R",28,"R",25,"Z",0,"R",25,"R",5,"R",6,"Z",0,"R",6,"R",1,"R",4,"Z",0,"R",4,"R",1
157650,"R",47,"R",0,"R",47,"R",0,"R",12,"R",0,"R",1,"R",34,"R",42,"Z",0,"R",42,"R",11,"R",5,"Z",0,"R",5,"R",1,"R",0,"Z",0,"R",0,"R",0
157669,"R",65,"R",0,"R",65,"R",0,"R",6,"R",0,"R",0,"R",59,"R",65,"Z",0,"R",65,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
157678,"R",46,"R",0,"R",46,"R",0,"R",5,"R",0,"R",0,"R",41,"R",39,"Z",0,"R",39,"R",4,"R",6,"Z",0,"R",6,"R",1,"R",1,"Z",0,"R",1,"R",0
158246,"R",133,"R",0,"R",133,"R",83,"R",94,"R",0,"R",0,"R",39,"R",79,"Z",0,"R",79,"R",79,"R",8,"Z",0,"R",8,"R",8,"R",46,"Z",0,"R",46,"R",7
158538,"R",6,"R",0,"R",6,"R",2,"R",3,"R",0,"R",0,"R",3,"R",6,"Z",0,"R",6,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
158617,"R",628,"R",0,"R",628,"R",318,"R",517,"R",0,"R",0,"R",111,"R",240,"Z",0,"R",240,"R",220,"R",180,"Z",0,"R",180,"R",150,"R",208,"Z",0,"R",208,"R",147
158644,"R",37,"R",0,"R",37,"R",19,"R",24,"R",0,"R",0,"R",13,"R",31,"Z",0,"R",31,"R",19,"R",4,"Z",0,"R",4,"R",3,"R",2,"Z",0,"R",2,"R",2
158778,"R",47,"R",0,"R",47,"R",16,"R",16,"R",0,"R",0,"R",31,"R",40,"Z",0,"R",40,"R",13,"R",6,"Z",0,"R",6,"R",3,"R",1,"Z",0,"R",1,"R",0
158787,"R",75,"R",0,"R",75,"R",10,"R",60,"R",0,"R",5,"R",10,"R",42,"Z",0,"R",42,"R",40,"R",15,"Z",0,"R",15,"R",12,"R",18,"Z",0,"R",18,"R",8
159027,"R",46,"R",0,"R",46,"R",18,"R",24,"R",0,"R",22,"R",0,"R",19,"Z",0,"R",19,"R",15,"R",16,"Z",0,"R",16,"R",4,"R",11,"Z",0,"R",11,"R",5
159328,"R",54,"R",0,"R",54,"R",1,"R",42,"Z",0,"Z",0,"R",12,"R",54,"Z",0,"R",54,"R",42,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
159513,"R",52,"R",0,"R",52,"R",16,"R",30,"R",1,"R",0,"R",21,"R",40,"Z",0,"R",40,"R",24,"R",8,"Z",0,"R",8,"R",5,"R",4,"Z",0,"R",4,"R",1
159522,"R",56,"R",0,"R",56,"R",20,"R",39,"R",1,"R",0,"R",16,"R",38,"Z",0,"R",38,"R",23,"R",13,"Z",0,"R",13,"R",12,"R",5,"Z",0,"R",5,"R",4
159531,"R",18,"R",0,"R",18,"R",4,"R",14,"R",0,"R",0,"R",4,"R",7,"Z",0,"R",7,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",9,"Z",0,"R",9,"R",5
159601,"R",19,"R",0,"R",19,"R",4,"R",12,"R",0,"R",0,"R",7,"R",15,"Z",0,"R",15,"R",9,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",2
160117,"R",21,"R",0,"R",21,"R",1,"R",13,"R",0,"R",0,"R",8,"R",18,"Z",0,"R",18,"R",13,"R",3,"Z",0,"R",3,"R",0,"R",0,"Z",0,"R",0,"R",0
160126,"R",4,"Z",0,"R",4,"R",0,"R",2,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
160199,"R",15,"R",0,"R",15,"R",1,"R",12,"R",0,"R",0,"R",3,"R",9,"Z",0,"R",9,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",5
160320,"R",674,"R",0,"R",674,"R",107,"R",492,"R",1,"R",1,"R",180,"R",419,"Z",0,"R",419,"R",296,"R",147,"Z",0,"R",147,"R",122,"R",108,"Z",0,"R",108,"R",74
160472,"R",28,"R",0,"R",28,"R",10,"R",20,"R",0,"R",0,"R",8,"R",14,"Z",0,"R",14,"R",14,"R",2,"Z",0,"R",2,"R",2,"R",12,"Z",0,"R",12,"R",4
160597,"R",6,"R",0,"R",6,"R",2,"R",4,"R",0,"R",2,"R",0,"R",6,"Z",0,"R",6,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
161493,"R",79,"R",0,"R",79,"R",0,"R",51,"R",0,"R",1,"R",27,"R",62,"Z",0,"R",62,"R",36,"R",12,"Z",0,"R",12,"R",10,"R",5,"Z",0,"R",5,"R",5
161527,"R",75,"R",0,"R",75,"R",32,"R",65,"R",0,"R",0,"R",10,"R",53,"Z",0,"R",53,"R",45,"R",12,"Z",0,"R",12,"R",12,"R",10,"Z",0,"R",10,"R",8
161800,"R",83,"R",1,"R",82,"R",56,"R",67,"R",3,"R",1,"R",11,"R",74,"R",0,"R",74,"R",64,"R",8,"R",0,"R",8,"R",3,"R",1,"R",1,"R",0,"R",0
161855,"R",12,"R",0,"R",12,"R",10,"R",10,"R",0,"R",0,"R",2,"R",12,"Z",0,"R",12,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
162335,"R",8,"R",0,"R",8,"R",1,"R",5,"R",0,"R",0,"R",3,"R",6,"Z",0,"R",6,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
162371,"R",503,"R",0,"R",503,"R",404,"R",410,"R",0,"R",0,"R",93,"R",406,"Z",0,"R",406,"R",355,"R",67,"Z",0,"R",67,"R",55,"R",30,"Z",0,"R",30,"R",0
162830,"R",72,"Z",0,"R",72,"R",35,"R",59,"Z",0,"R",13,"R",0,"R",59,"Z",0,"R",59,"R",50,"R",3,"Z",0,"R",3,"R",3,"R",10,"Z",0,"R",10,"R",6
163347,"R",256,"R",0,"R",256,"R",24,"R",90,"R",0,"R",0,"R",166,"R",244,"Z",0,"R",244,"R",84,"R",4,"Z",0,"R",4,"R",2,"R",8,"Z",0,"R",8,"R",4
163408,"R",87,"R",0,"R",87,"R",56,"R",56,"R",0,"R",0,"R",31,"R",71,"Z",0,"R",71,"R",52,"R",7,"Z",0,"R",7,"R",4,"R",9,"Z",0,"R",9,"R",0
163541,"R",343,"R",2,"R",341,"R",101,"R",165,"R",10,"R",6,"R",160,"R",308,"R",1,"R",307,"R",154,"R",35,"R",1,"R",34,"R",11,"R",0,"R",0,"R",0,"R",0
163754,"R",113,"Z",0,"R",113,"R",32,"R",89,"R",4,"R",20,"R",0,"R",52,"Z",0,"R",52,"R",50,"R",58,"Z",0,"R",58,"R",39,"R",3,"Z",0,"R",3,"R",0
163815,"R",26,"R",0,"R",26,"R",19,"R",19,"R",0,"R",0,"R",7,"R",23,"Z",0,"R",23,"R",16,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0
164535,"R",10,"R",0,"R",10,"R",10,"R",10,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1
164845,"R",73,"R",0,"R",73,"R",0,"R",42,"R",0,"R",0,"R",31,"R",64,"Z",0,"R",64,"R",35,"R",5,"Z",0,"R",5,"R",3,"R",4,"Z",0,"R",4,"R",4
165255,"R",61,"R",0,"R",61,"R",50,"R",55,"R",0,"R",0,"R",6,"R",26,"Z",0,"R",26,"R",20,"R",11,"Z",0,"R",11,"R",11,"R",24,"Z",0,"R",24,"R",24
165556,"R",255,"R",0,"R",255,"R",52,"R",144,"Z",0,"R",0,"R",111,"R",208,"Z",0,"R",208,"R",114,"R",26,"Z",0,"R",26,"R",17,"R",21,"Z",0,"R",21,"R",13
165608,"R",2,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
165750,"R",46,"R",0,"R",46,"R",23,"R",24,"R",0,"R",7,"R",15,"R",33,"Z",0,"R",33,"R",15,"R",7,"Z",0,"R",7,"R",5,"R",6,"Z",0,"R",6,"R",4
166498,"R",92,"R",0,"R",92,"R",52,"R",52,"R",0,"R",5,"R",35,"R",51,"Z",0,"R",51,"R",40,"R",12,"Z",0,"R",12,"R",12,"R",29,"Z",0,"R",29,"R",0
166805,"R",17,"R",0,"R",17,"R",2,"R",15,"R",0,"R",0,"R",2,"R",12,"Z",0,"R",12,"R",11,"R",1,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",3
167039,"R",20,"R",0,"R",20,"R",5,"R",13,"R",0,"R",1,"R",6,"R",17,"Z",0,"R",17,"R",11,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",1
167224,"R",27,"R",0,"R",27,"R",19,"R",20,"R",0,"R",1,"R",6,"R",9,"Z",0,"R",9,"R",8,"R",4,"Z",0,"R",4,"R",4,"R",14,"Z",0,"R",14,"R",8
167871,"R",44,"R",0,"R",44,"R",32,"R",33,"R",0,"R",1,"R",10,"R",21,"Z",0,"R",21,"R",18,"R",9,"Z",0,"R",9,"R",7,"R",14,"Z",0,"R",14,"R",8
168032,"R",28,"R",0,"R",28,"R",7,"R",15,"R",0,"R",4,"R",9,"R",23,"Z",0,"R",23,"R",11,"R",4,"Z",0,"R",4,"R",3,"R",1,"Z",0,"R",1,"R",1
168555,"R",25,"R",0,"R",25,"R",4,"R",16,"R",1,"R",3,"R",5,"R",9,"Z",0,"R",9,"R",4,"R",3,"Z",0,"R",3,"R",1,"R",13,"Z",0,"R",13,"R",11
168573,"R",526,"R",0,"R",526,"R",274,"R",330,"Z",0,"Z",0,"R",196,"R",379,"Z",0,"R",379,"R",237,"R",48,"Z",0,"R",48,"R",39,"R",99,"Z",0,"R",99,"R",54
168892,"R",21,"R",0,"R",21,"R",7,"R",16,"R",0,"R",0,"R",5,"R",11,"Z",0,"R",11,"R",9,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",7
169284,"R",106,"R",0,"R",106,"R",0,"R",65,"R",0,"R",4,"R",37,"R",72,"Z",0,"R",72,"R",38,"R",22,"Z",0,"R",22,"R",16,"R",12,"Z",0,"R",12,"R",11
169503,"R",68,"R",0,"R",68,"R",6,"R",51,"R",0,"R",0,"R",17,"R",43,"Z",0,"R",43,"R",32,"R",11,"Z",0,"R",11,"R",11,"R",14,"Z",0,"R",14,"R",8
169576,"R",1,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
169734,"R",91,"R",0,"R",91,"R",45,"R",58,"R",0,"R",1,"R",32,"R",80,"Z",0,"R",80,"R",49,"R",11,"Z",0,"R",11,"R",9,"R",0,"Z",0,"R",0,"R",0
169761,"R",40,"R",0,"R",40,"R",24,"R",30,"R",0,"R",0,"R",10,"R",31,"Z",0,"R",31,"R",26,"R",4,"Z",0,"R",4,"R",4,"R",5,"Z",0,"R",5,"R",0
169813,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
170611,"R",105,"R",0,"R",105,"R",65,"R",79,"R",2,"R",0,"R",24,"R",87,"Z",0,"R",87,"R",63,"R",18,"Z",0,"R",18,"R",16,"R",0,"Z",0,"R",0,"R",0
170736,"R",44,"Z",0,"R",44,"R",40,"R",40,"Z",0,"Z",0,"R",4,"R",39,"Z",0,"R",39,"R",36,"R",5,"Z",0,"R",5,"R",4,"R",0,"Z",0,"R",0,"R",0
171775,"R",25,"R",0,"R",25,"R",1,"R",10,"R",0,"R",0,"R",15,"R",15,"Z",0,"R",15,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",7
171988,"R",77,"R",0,"R",77,"R",56,"R",63,"R",1,"R",0,"R",13,"R",39,"Z",0,"R",39,"R",30,"R",12,"Z",0,"R",12,"R",9,"R",26,"Z",0,"R",26,"R",24
171997,"R",116,"R",0,"R",116,"R",74,"R",80,"R",0,"R",0,"R",36,"R",67,"Z",0,"R",67,"R",43,"R",14,"Z",0,"R",14,"R",9,"R",35,"Z",0,"R",35,"R",28
172015,"R",104,"R",0,"R",104,"R",61,"R",78,"R",0,"R",0,"R",26,"R",61,"Z",0,"R",61,"R",45,"R",4,"Z",0,"R",4,"R",2,"R",39,"Z",0,"R",39,"R",31
172422,"R",89,"R",0,"R",89,"R",75,"R",81,"R",0,"R",0,"R",8,"R",30,"Z",0,"R",30,"R",27,"R",0,"Z",0,"R",0,"R",0,"R",59,"Z",0,"R",59,"R",54
172495,"R",66,"R",0,"R",66,"R",2,"R",37,"R",0,"R",0,"R",29,"R",44,"Z",0,"R",44,"R",22,"R",12,"Z",0,"R",12,"R",11,"R",10,"Z",0,"R",10,"R",4
172680,"R",27,"R",0,"R",27,"R",2,"R",21,"R",0,"R",0,"R",6,"R",11,"Z",0,"R",11,"R",10,"R",2,"Z",0,"R",2,"R",2,"R",14,"Z",0,"R",14,"R",9
172802,"R",12,"R",0,"R",12,"R",3,"R",7,"R",0,"R",0,"R",5,"R",5,"Z",0,"R",5,"R",3,"R",2,"Z",0,"R",2,"R",2,"R",5,"Z",0,"R",5,"R",2
172927,"R",16,"R",0,"R",16,"R",7,"R",9,"R",0,"R",0,"R",7,"R",8,"Z",0,"R",8,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",1
173470,"R",8,"Z",0,"R",8,"R",2,"R",7,"R",0,"R",0,"R",1,"R",6,"Z",0,"R",6,"R",5,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0
173744,"R",269,"R",0,"R",269,"R",27,"R",202,"Z",0,"Z",0,"R",67,"R",113,"Z",0,"R",113,"R",82,"R",90,"Z",0,"R",90,"R",77,"R",66,"Z",0,"R",66,"R",43
174190,"R",48,"R",0,"R",48,"R",10,"R",28,"R",2,"R",0,"R",18,"R",28,"Z",0,"R",28,"R",17,"R",9,"Z",0,"R",9,"R",4,"R",11,"Z",0,"R",11,"R",7
174321,"R",64,"Z",0,"R",64,"R",44,"R",44,"Z",0,"R",0,"R",20,"R",40,"Z",0,"R",40,"R",25,"R",19,"Z",0,"R",19,"R",15,"R",5,"Z",0,"R",5,"R",4
174978,"R",63,"R",0,"R",63,"R",5,"R",41,"R",0,"R",1,"R",21,"R",40,"Z",0,"R",40,"R",22,"R",6,"Z",0,"R",6,"R",5,"R",17,"Z",0,"R",17,"R",14
175120,"R",518,"R",0,"R",518,"R",281,"R",289,"R",0,"R",0,"R",229,"R",317,"Z",0,"R",317,"R",183,"R",0,"Z",0,"R",0,"R",0,"R",201,"Z",0,"R",201,"R",106
175494,"R",45,"R",0,"R",45,"R",28,"R",40,"Z",0,"Z",0,"R",5,"R",28,"Z",0,"R",28,"R",28,"R",0,"Z",0,"R",0,"R",0,"R",17,"Z",0,"R",17,"R",12
175698,"R",30,"R",0,"R",30,"R",15,"R",20,"R",0,"R",10,"R",0,"R",30,"Z",0,"R",30,"R",20,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
175722,"R",6,"R",0,"R",6,"R",0,"R",4,"R",0,"R",0,"R",2,"R",6,"Z",0,"R",6,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
176062,"R",18,"R",0,"R",18,"R",0,"R",13,"R",0,"R",0,"R",5,"R",10,"Z",0,"R",10,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",5
176390,"R",48,"R",0,"R",48,"R",1,"R",24,"Z",0,"R",0,"R",24,"R",31,"Z",0,"R",31,"R",20,"R",15,"Z",0,"R",15,"R",4,"R",2,"Z",0,"R",2,"R",0
176433,"R",4,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",4
176716,"R",16,"R",0,"R",16,"R",6,"R",14,"R",0,"R",0,"R",2,"R",10,"Z",0,"R",10,"R",9,"R",3,"Z",0,"R",3,"R",3,"R",3,"Z",0,"R",3,"R",2
176983,"R",46,"R",0,"R",46,"R",43,"R",43,"R",0,"R",0,"R",3,"R",24,"Z",0,"R",24,"R",24,"R",0,"Z",0,"R",0,"R",0,"R",22,"Z",0,"R",22,"R",19
177287,"R",23,"R",0,"R",23,"R",2,"R",7,"R",0,"R",0,"R",16,"R",12,"Z",0,"R",12,"R",7,"R",1,"Z",0,"R",1,"R",0,"R",10,"Z",0,"R",10,"R",0
177436,"R",2,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
177588,"R",11,"R",0,"R",11,"R",0,"R",1,"R",0,"R",0,"R",10,"R",9,"Z",0,"R",9,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
177603,"R",22,"R",0,"R",22,"R",1,"R",11,"R",0,"R",0,"R",11,"R",17,"Z",0,"R",17,"R",10,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",0
177685,"R",41,"R",0,"R",41,"R",7,"R",32,"R",0,"R",0,"R",9,"R",34,"Z",0,"R",34,"R",25,"R",4,"Z",0,"R",4,"R",4,"R",3,"Z",0,"R",3,"R",3
177870,"R",14,"R",0,"R",14,"R",14,"R",14,"R",0,"R",0,"R",0,"R",13,"Z",0,"R",13,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
177931,"R",11,"Z",0,"R",11,"R",9,"R",9,"Z",0,"Z",0,"R",2,"R",8,"Z",0,"R",8,"R",6,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0
178077,"R",19,"R",0,"R",19,"R",1,"R",13,"R",2,"R",0,"R",4,"R",15,"Z",0,"R",15,"R",9,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",2
178527,"R",16,"R",0,"R",16,"R",0,"R",6,"R",0,"R",0,"R",10,"R",9,"Z",0,"R",9,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",2
178828,"R",71,"R",0,"R",71,"R",50,"R",51,"R",0,"R",5,"R",15,"R",49,"Z",0,"R",49,"R",34,"R",13,"Z",0,"R",13,"R",9,"R",9,"Z",0,"R",9,"R",8
179195,"R",4,"R",0,"R",4,"R",1,"R",2,"R",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
179229,"R",4,"R",0,"R",4,"R",1,"R",2,"R",0,"R",0,"R",2,"R",3,"Z",0,"R",3,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
179991,"R",12,"R",0,"R",12,"R",5,"R",8,"R",0,"R",0,"R",4,"R",8,"Z",0,"R",8,"R",6,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",1
180063,"R",25,"R",0,"R",25,"R",12,"R",20,"R",0,"R",0,"R",5,"R",14,"Z",0,"R",14,"R",13,"R",1,"Z",0,"R",1,"R",1,"R",10,"Z",0,"R",10,"R",6
180090,"R",82,"R",0,"R",82,"R",26,"R",59,"R",0,"R",0,"R",23,"R",56,"Z",0,"R",56,"R",36,"R",7,"Z",0,"R",7,"R",6,"R",19,"Z",0,"R",19,"R",17
181880,"R",224,"R",0,"R",224,"R",147,"R",180,"R",0,"R",14,"R",30,"R",163,"Z",0,"R",163,"R",127,"R",30,"Z",0,"R",30,"R",27,"R",31,"Z",0,"R",31,"R",26
182652,"R",23,"R",0,"R",23,"R",11,"R",19,"R",0,"R",0,"R",4,"R",12,"Z",0,"R",12,"R",10,"R",7,"Z",0,"R",7,"R",6,"R",4,"Z",0,"R",4,"R",3
182704,"R",39,"R",1,"R",38,"R",26,"R",26,"R",0,"R",12,"R",0,"R",8,"R",1,"R",7,"R",5,"R",6,"R",0,"R",6,"R",3,"R",25,"R",0,"R",25,"R",18
182722,"R",33,"R",0,"R",33,"R",2,"R",22,"R",0,"R",0,"R",11,"R",26,"Z",0,"R",26,"R",17,"R",2,"Z",0,"R",2,"R",2,"R",5,"Z",0,"R",5,"R",3
182892,"R",32,"R",0,"R",32,"R",4,"R",25,"R",0,"R",0,"R",7,"R",17,"Z",0,"R",17,"R",17,"R",6,"Z",0,"R",6,"R",6,"R",9,"Z",0,"R",9,"R",2
182953,"R",104,"R",0,"R",104,"R",30,"R",89,"R",0,"R",0,"R",15,"R",48,"Z",0,"R",48,"R",42,"R",34,"Z",0,"R",34,"R",28,"R",22,"Z",0,"R",22,"R",19
182999,"R",17,"R",0,"R",17,"R",3,"R",12,"R",0,"R",0,"R",5,"R",7,"Z",0,"R",7,"R",7,"R",3,"Z",0,"R",3,"R",3,"R",7,"Z",0,"R",7,"R",2
